Leo;1635
Virgo;1684
Aquarius;1741
Gemini;1646
Taurus;1708
Libra;1747
Scorpio;1670
Aries;1724
Pisces;1676
Sagittarius;1587
Capricorn;1718
Cancer;1633
;212
